INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 9','Taylorville',240939,'Czech Republic');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Jacquie','Dalpi','jacdal@email.com','501-788-016',692,'116375');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Marie','Hervieux','marher@email.com','848-270-810',692);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Peta','Awashish','petawa@email.com','662-680-146',692);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Arielle','Allaire','ariall@email.com','841-215-323',692);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Cleopatra','Kirouac','clekir@email.com','794-522-384',692);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Auguste','Desbiens','augdes@email.com','989-196-096',692);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Jaquelyn','Robichaud','jaqrob@email.com','683-703-504',692,'310253');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Chrissy','Brassard','chrbra@email.com','915-761-169',692);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Jorie','Simard','jorsim@email.com','981-912-049',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Alvera','Boulet','alvbou@email.com','823-628-875',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Candra','McDuff','canmcd@email.com','975-564-105',693,'166683');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Shauna','Thiberge','shathi@email.com','677-729-807',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Clerissa','Laberge','clelab@email.com','734-569-980',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Yoshi','Labonti','yoslab@email.com','834-628-934',693,'926055');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Sigrid','Bellefleur','sigbel@email.com','536-966-984',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Daile','Deschenes','daides@email.com','632-452-167',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Karmen','Gauvreau','kargau@email.com','579-964-983',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Ada','McDonald','adamcd@email.com','963-232-490',693);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Bridgette','Doyon','bridoy@email.com','851-871-558',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Joelly','Briand','joebri@email.com','821-369-060',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Lethia','Duguay','letdug@email.com','671-606-634',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Melania','Goyer','melgoy@email.com','551-793-153',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Trix','Johnson','trijoh@email.com','963-189-480',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Dollie','Latour','dollat@email.com','935-387-804',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Dorian','Miller','dormil@email.com','676-194-907',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Alina','Berthiaume','aliber@email.com','946-857-535',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Jessi','Arsenault','jesars@email.com','872-043-013',694);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Juditha','Damours','juddam@email.com','863-177-341',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Winnah','Blanchard','winbla@email.com','705-987-889',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Harriot','Nolin','harnol@email.com','633-449-759',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Elyn','Levac','elylev@email.com','716-981-495',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Jaquelin','Rancourt','jaqran@email.com','541-566-670',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Elly','Ouimet','elloui@email.com','955-834-632',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Gisela','Gamache','gisgam@email.com','920-102-210',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Perrine','Trudel','pertru@email.com','674-696-881',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Janna','Michel','janmic@email.com','529-552-145',695);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Oona','Collard','ooncol@email.com','719-622-684',696);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Kandace','Fleury','kanfle@email.com','726-524-064',696);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Othilia','Perez','othper@email.com','603-474-230',696);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Andrea','Bouffard','andbou@email.com','933-232-094',696,'842404');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Bridie','Demers','bridem@email.com','956-425-238',697);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Aurelea','Ctti','aurctt@email.com','676-551-833',697);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Fleurette','Vinet','flevin@email.com','823-941-967',697);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Abigale','Deschenes','abides@email.com','523-755-536',697);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Kimmy','Fortier','kimfor@email.com','794-841-777',697,'101007');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Dale','Michaud','dalmic@email.com','921-108-516',697);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Dawn','Bernard','dawber@email.com','889-379-473',697);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Katina','Alexandre','katale@email.com','747-387-990',697,'299616');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Lucine','Taillefer','luctai@email.com','976-881-483',697);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Ula','Gareau','ulagar@email.com','887-215-734',698);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Brittany','Hardy','brihar@email.com','847-643-107',698);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Laryssa','Chen','larche@email.com','542-243-707',698,'319755');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Cissiee','Lussier','cislus@email.com','698-407-636',698);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Daveen','Perez','davper@email.com','675-777-054',698);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Janka','Lajoie','janlaj@email.com','878-198-581',698,'487063');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Francesca','Rainville','frarai@email.com','898-857-478',698);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Lacie','Forgues','lacfor@email.com','929-297-761',699,'315810');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Marleah','Laporte','marlap@email.com','815-817-392',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Julissa','Garon','julgar@email.com','992-141-876',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Dorothee','Perreault','dorper@email.com','837-160-504',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Feliza','Lamothe','fellam@email.com','820-908-316',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Darb','Gauthier','dargau@email.com','713-619-614',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID, StudentCard) VALUES ('Allys','Toupin','alltou@email.com','595-296-068',699,'107561');
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Tabbie','Imbeault','tabimb@email.com','780-670-345',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Sheilah','Jolin','shejol@email.com','822-938-328',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Hallie','Mailhot','halmai@email.com','978-208-480',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Fanya','Alarie','fanala@email.com','609-198-948',699);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Ianthe','Bouchard','ianbou@email.com','576-972-059',700);
INSERT Attendees (Firstname, Lastname, Email, Phone, WorksForID) VALUES ('Annabella','Juteau','annjut@email.com','962-237-645',700);
INSERT Payments (Value, Date) VALUES (676.25433,'2016-11-24');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-7');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-28');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-28');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-1');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-10-20');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-20');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-20');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-5');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-16');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-10');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-21');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-6');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-29');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-8');
INSERT Payments (Value, Date) VALUES (0.0,'2015-5-19');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-20');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-30');
INSERT Payments (Value, Date) VALUES (438.0372,'2018-2-21');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-6');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-5');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-12');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-1');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-27');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-9');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-4');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-9');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-31');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-25');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-15');
INSERT Payments (Value, Date) VALUES (722.13904,'2018-6-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-11');
INSERT Payments (Value, Date) VALUES (472.96573,'2017-3-7');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-24');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-6');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-4');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-4');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-28');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-30');
INSERT Payments (Value, Date) VALUES (3081.838,'2017-12-23');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-5');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-3');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-8');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-24');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-23');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-7');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-23');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-21');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-12');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-24');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-27');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-24');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-23');
INSERT Payments (Value, Date) VALUES (775.23413,'2018-9-27');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-20');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-2');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-26');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-1');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-27');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-10');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-16');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-5');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-9');
INSERT Payments (Value, Date) VALUES (2092.3628,'2017-2-23');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-21');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-14');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-21');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-4');
INSERT Payments (Value, Date) VALUES (0.0,'2015-10-22');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-20');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-30');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-18');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-11');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-7');
INSERT Payments (Value, Date) VALUES (1876.7637,'2018-2-1');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-20');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-28');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-5');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-22');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-4');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-16');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-18');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-11');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-29');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-19');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-11');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-6');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-16');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-7');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-18');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-4');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-17');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-17');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-13');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-10');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-5-11');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-2');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-17');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-2');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-19');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-16');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-20');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-7');
INSERT Payments (Value, Date) VALUES (4806.822,'2015-4-25');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-2');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-1');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-13');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-19');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-29');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-30');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-20');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-2');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-1');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-24');
INSERT Payments (Value, Date) VALUES (5051.828,'2017-7-13');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-17');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-11');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-25');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-17');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-27');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-28');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-27');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-1');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-10');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-24');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-20');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-2');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-12');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-22');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-6');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-1');
INSERT Payments (Value, Date) VALUES (934.71814,'2018-11-6');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-9');
INSERT Payments (Value, Date) VALUES (491.2394,'2017-8-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-22');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-2');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-9');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-4');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-18');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-14');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-27');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-28');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-15');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-14');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-26');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-15');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-22');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-11');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-18');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-14');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-3');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-11');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-5-24');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-2');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-16');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-20');
INSERT Payments (Value, Date) VALUES (121.902695,'2015-7-27');
INSERT Payments (Value, Date) VALUES (1206.6453,'2017-9-14');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-13');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-12');
INSERT Payments (Value, Date) VALUES (600.6265,'2015-7-9');
INSERT Payments (Value, Date) VALUES (1248.6704,'2015-5-8');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-9');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-29');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-30');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-11');
INSERT Payments (Value, Date) VALUES (1459.7703,'2015-4-4');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-17');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-20');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-28');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-11');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-21');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-30');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-19');
INSERT Payments (Value, Date) VALUES (0.0,'2015-10-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-24');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-18');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-1');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-1');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-31');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-31');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-24');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-15');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-31');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-28');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-23');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-13');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-10');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-10');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-9');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-15');
INSERT Payments (Value, Date) VALUES (0.0,'2015-5-2');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-23');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-23');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-16');
INSERT Payments (Value, Date) VALUES (1285.8229,'2016-1-16');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-6');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-28');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-12');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-15');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-15');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-21');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-28');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-11');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-2');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-2');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-21');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-19');
INSERT Payments (Value, Date) VALUES (1301.5161,'2018-1-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-20');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-27');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-21');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-5');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-16');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-5');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-19');
INSERT Payments (Value, Date) VALUES (1518.4355,'2018-1-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-14');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-9');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-24');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-17');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-14');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-28');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-11');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-13');
INSERT Payments (Value, Date) VALUES (3409.2346,'2017-9-5');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-27');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-10');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-30');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-19');
INSERT Payments (Value, Date) VALUES (4767.6733,'2015-3-26');
